,sent_src,score_src,sum_src,sent_tgt,score_tgt,sum_tgt,score_diff,sum_diff,diff_pos
1871,maps in the universe are represented by the sheaf morphisms .,[1 0 0 0 0],1,objects in the universe represented by the topos are given by the sheaves .,[0 0 0 0 0],0,1,-1,0
1876,the communication cost depends very much on the connectivity of the network .,[1 1 0 0 0],2,this means that the total performance is limited by the latency of the network .,[1 0 0 0 0],1,1,1,1
1885,"in other words , the orthogonal state proposed in this paper can be specified by the simultaneous diagonalisation of the conserved operators .",[1 0 0 0 0],1,"in summary , we have provided some conserved operators which can be diagonalised by the orthogonal state .",[0 0 0 0 0],0,1,1,0
1894,"recently , convolutional neural networks have been proved to be capable of dramatically boosting the performance of many mainstream computer vision problems .",[0 1 0 0 0],1,"in recent years , deep neural networks have developed advanced abilities in the feature extraction and function approximation .",[0 0 0 0 0],0,1,1,1
1899,multi-task learning aims to improve learning efficiency and prediction accuracy by learning multiple objectives from a shared representation .,[1 0 0 0 0],1,multi-task learning aims at improving the generalization performance of a task using related tasks .,[0 0 0 0 0],0,1,-1,0
1902,"because this closure consist of only finitely many components , it is the whole surface .",[1 1 0 1 0],3,its closure is a we show next that its spectrum is semi-bounded from below .,[1 1 0 0 0],2,1,1,3
1904,such phase transitions are called the reentrant phenomena .,[1 1 0 0 0],2,this phenomena is the partner of the os 2 .,[0 1 0 0 0],1,1,-1,0
1907,"exchange-correlation was considered within the generalized gradient approximation , as proposed by perdew , burke , and ernzerhof .",[1 1 0 0 0],2,the generalized gradient approximation is used to describe the exchangecorrelation functional as parameterized by perdew-burkeernzerhof .,[0 1 0 0 0],1,1,-1,0
1909,the description of 1d many-electron systems in terms of bosonic density fluctuations is called bosonization .,[1 1 1 0 0],3,"bosonization is a well-known method in 1d systems , and the presentation in chapter 3 is a variation on a well-worn theme .",[1 1 0 0 0],2,1,-1,2
1913,this free energy is the difference between the free energy of a dna molecule in a bundle and that of an individual dna molecule in the bulk solution .,[1 1 0 0 0],2,"the free energy consists of the two main contributions , the interaction energy of the collapsed h-blocks do not contribute to the total elastic energy .",[0 1 0 0 0],1,1,-1,0
1915,"definition 1 21 this structure is called the tangent poisson structure on t z , while .",[1 1 0 0 0],2,such a bivector satisfying is called poisson structure on p .,[0 1 0 0 0],1,1,-1,0
1929,in all of our temperature and doping dependent calculations the electronic exchange correlation energy is treated under the generalized gradient approximation using perdew-burke-enzerhof functional .,[1 1 0 1 0],3,"the exchange correlation functional is approximated by the generalized gradient approximation as parametrized by perdew , burke and ernzerhof .",[1 1 0 0 0],2,1,1,3
1932,"convolutional neural networks have made great progress in various fields , such as object classification , detection and character recognition .",[1 1 0 0 0],2,convolutional neural networks have been extremely successful across many domains in machine learning and computer vision .,[0 1 0 0 0],1,1,-1,0
1934,"furthermore , there are some restrictions for nonlinear systems to be stabilized by smooth feedback control .",[1 1 0 0 0],2,"furthermore , not all classes of nonlinear systems can be stabilized by smooth feedback control or by time 225 invariant state feedback control .",[1 0 0 0 0],1,1,-1,1
1936,"perhaps more plausible is the possibility that massive white dwarfs apart from those found in young clusters or associations are generally the results of mergers of more ordinary , probably c-o white dwarfs .",[1 1 1 0 0],3,it is plausible that it is the scattering in the less-transparent samples of mgb2 .,[1 1 0 0 0],2,1,-1,2
1937,convolutional neural networks have been trained to achieve near human-level performance on object detection .,[0 1 0 0 0],1,"neural networks have achieved state-of-the-art results in a wide variety of supervised learning tasks , such as image recognition .",[0 0 0 0 0],0,1,-1,1
1939,if no project directory is specified then the path of the current working directory at the analyst site is used .,[1 1 1 0 0],3,should the project directory not be specified then the current working directory at the analyst site is used as the source project directory .,[1 1 0 0 0],2,1,-1,2
1940,"hence , chiral symmetry is broken also explicitly by the quark mass terms .",[1 0 0 0 0],1,"however , the exact zero modes alone can not break chiral symmetry spontaneously .",[0 0 0 0 0],0,1,-1,0
1947,convolutional neural networks have been largely responsible for the significant progress achieved on visual recognition tasks in recent years .,[0 1 0 0 0],1,"in recent years , deep learning techniques have changed the performance of different applications such as speech recognition .",[0 0 0 0 0],0,1,1,1
1949,"recently , deep learning has been successfully adopted in various areas such as computer vision , automatic speech recognition , natural language processing , audio recognition and bioinformatics .",[1 1 0 0 0],2,"in the recent years deep neural networks have been used to achieve state-of-the-art results in image recognition , speech recognition and many other fields .",[0 1 0 0 0],1,1,1,0
1952,"for mimo uplink communications , the gram-schmidt based analog combiner design algorithm was developed in .",[1 1 1 0 0],3,"adopting array response vectors for analog beamformer design , orthogonal matching pursuit -based algorithms were developed in .",[1 1 0 0 0],2,1,1,2
1953,the willmore conjecture was recently solved by marques-neves through minimax techniques .,[1 0 0 0 0],1,"in 2012 , marques and neves verified the willmore conjecture in full generality .",[0 0 0 0 0],0,1,-1,0
1961,"deep neural networks are powerful learning models which have been successfully applied to vision , speech and many other tasks .",[1 1 0 0 0],2,deep neural networks have been significantly successful in many artificial intelligence tasks such as im- age classification .,[0 1 0 0 0],1,1,-1,0
1965,stackgan is able to generate photo-realistic images from some text descriptions .,[0 1 0 0 0],1,stackgan accepts full text sentences to synthesize a color image .,[0 0 0 0 0],0,1,1,1
1966,"the nucleus of arp220 is the only significant source within the beam in the narrow band , the arp220 nucleus is certainly the iron line source .",[1 1 0 1 0],3,"the nucleus is the most prominent feature , this appears surrounded by diffraction rings and atmospheric speckles .",[1 1 0 0 0],2,1,1,3
1969,"taking computer vision as an example , deep convolutional neural networks have been verified to yield much better performance than conventional methods in various applications , from high-level tasks such as image recognition .",[0 1 0 0 0],1,"in recent years , deep convolution neural networks have achieved promising performance on many artificial intelligence tasks , including image recognition .",[0 0 0 0 0],0,1,-1,1
1978,deep convolutional neural networks have been successful in many computer vision tasks including image classification .,[0 1 0 0 0],1,deep neural networks have set new standards of performance in many machine learning areas such as image classification .,[0 0 0 0 0],0,1,1,1
